transaction_id,items
265,"[np.str_('Butter'), np.str_('Cake')]"
266,"[np.str_('Beef'), np.str_('Cheese'), np.str_('Milk'), np.str_('Potato'), np.str_('Tomato')]"
267,"[np.str_('Apple'), np.str_('Butter'), np.str_('Cake'), np.str_('Coffee'), np.str_('Pork'), np.str_('Tea'), np.str_('Yogurt')]"
268,"[np.str_('Bread'), np.str_('Cheese')]"
269,"[np.str_('Coffee'), np.str_('Milk'), np.str_('Shampoo')]"
270,"[np.str_('Apple'), np.str_('Banana'), np.str_('Beef'), np.str_('Butter'), np.str_('Carrot'), np.str_('Croissant'), np.str_('Toothpaste')]"
271,"[np.str_('Detergent'), np.str_('Soda')]"
272,"[np.str_('Croissant'), np.str_('Fish'), np.str_('Soap')]"
273,"[np.str_('Coffee'), np.str_('Soap')]"
274,"[np.str_('Coffee'), np.str_('Detergent'), np.str_('Tea')]"
275,"[np.str_('Cake'), np.str_('Eggs'), np.str_('Water')]"
276,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Cake'), np.str_('Juice'), np.str_('Milk'), np.str_('Pork'), np.str_('Toilet Paper')]"
277,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Carrot'), np.str_('Croissant'), np.str_('Soda')]"
278,"[np.str_('Coffee'), np.str_('Eggs'), np.str_('Fish'), np.str_('Orange')]"
279,"[np.str_('Croissant'), np.str_('Fish')]"
280,"[np.str_('Bagel'), np.str_('Butter'), np.str_('Chicken'), np.str_('Pork')]"
281,"[np.str_('Carrot'), np.str_('Toothpaste')]"
282,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Fish'), np.str_('Lettuce')]"
283,"[np.str_('Cheese'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Milk')]"
284,"[np.str_('Chicken'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Shampoo')]"
285,"[np.str_('Coffee'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Soda')]"
286,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Cake'), np.str_('Cheese'), np.str_('Milk'), np.str_('Tea')]"
287,"[np.str_('Carrot'), np.str_('Pork')]"
288,"[np.str_('Bread'), np.str_('Toilet Paper')]"
289,"[np.str_('Apple'), np.str_('Beef'), np.str_('Cheese'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Toilet Paper')]"
290,"[np.str_('Apple'), np.str_('Chicken'), np.str_('Lettuce'), np.str_('Soap'), np.str_('Soda'), np.str_('Toilet Paper'), np.str_('Tomato')]"
291,"[np.str_('Cheese'), np.str_('Soap'), np.str_('Tea'), np.str_('Tomato')]"
292,"[np.str_('Cake'), np.str_('Chicken'), np.str_('Eggs'), np.str_('Fish'), np.str_('Orange'), np.str_('Tomato')]"
293,"[np.str_('Apple'), np.str_('Bread'), np.str_('Butter'), np.str_('Cake'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Tomato')]"
294,"[np.str_('Pork'), np.str_('Yogurt')]"
295,"[np.str_('Butter'), np.str_('Tea'), np.str_('Tomato')]"
296,"[np.str_('Bagel'), np.str_('Detergent'), np.str_('Shampoo'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
297,"[np.str_('Beef'), np.str_('Bread')]"
298,"[np.str_('Bagel'), np.str_('Butter'), np.str_('Coffee'), np.str_('Soda')]"
299,"[np.str_('Beef'), np.str_('Cake'), np.str_('Toilet Paper')]"
300,"[np.str_('Pork'), np.str_('Tomato')]"
301,"[np.str_('Fish'), np.str_('Soda'), np.str_('Toilet Paper')]"
302,"[np.str_('Butter'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Pork'), np.str_('Tea'), np.str_('Tomato')]"
303,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Butter'), np.str_('Shampoo'), np.str_('Toilet Paper')]"
304,"[np.str_('Apple'), np.str_('Coffee'), np.str_('Orange'), np.str_('Yogurt')]"
305,"[np.str_('Bagel'), np.str_('Cake'), np.str_('Cheese'), np.str_('Toothpaste')]"
306,"[np.str_('Cheese'), np.str_('Detergent'), np.str_('Fish'), np.str_('Potato'), np.str_('Toothpaste'), np.str_('Yogurt')]"
307,"[np.str_('Beef'), np.str_('Bread'), np.str_('Chicken'), np.str_('Orange'), np.str_('Pork'), np.str_('Soda'), np.str_('Tomato')]"
308,"[np.str_('Butter'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Soda')]"
309,"[np.str_('Apple'), np.str_('Detergent'), np.str_('Tea')]"
310,"[np.str_('Banana'), np.str_('Juice'), np.str_('Soda'), np.str_('Toilet Paper')]"
311,"[np.str_('Croissant'), np.str_('Soda'), np.str_('Tomato')]"
312,"[np.str_('Apple'), np.str_('Butter'), np.str_('Pork'), np.str_('Potato'), np.str_('Tomato'), np.str_('Toothpaste')]"
313,"[np.str_('Bagel'), np.str_('Butter'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Toothpaste')]"
314,"[np.str_('Banana'), np.str_('Cheese'), np.str_('Croissant')]"
315,"[np.str_('Bread'), np.str_('Butter'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Potato')]"
316,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Banana'), np.str_('Bread'), np.str_('Tomato'), np.str_('Toothpaste')]"
317,"[np.str_('Cheese'), np.str_('Shampoo'), np.str_('Toilet Paper')]"
318,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Chicken')]"
319,"[np.str_('Apple'), np.str_('Bread'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Fish'), np.str_('Toilet Paper'), np.str_('Water')]"
320,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Fish'), np.str_('Water')]"
321,"[np.str_('Apple'), np.str_('Beef'), np.str_('Cake'), np.str_('Tea')]"
322,"[np.str_('Banana'), np.str_('Detergent')]"
323,"[np.str_('Lettuce'), np.str_('Orange'), np.str_('Shampoo'), np.str_('Toilet Paper')]"
324,"[np.str_('Beef'), np.str_('Bread'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Fish'), np.str_('Pork'), np.str_('Toilet Paper')]"
325,"[np.str_('Eggs'), np.str_('Pork')]"
326,"[np.str_('Banana'), np.str_('Eggs'), np.str_('Juice'), np.str_('Pork'), np.str_('Toothpaste'), np.str_('Yogurt')]"
327,"[np.str_('Banana'), np.str_('Lettuce'), np.str_('Toilet Paper')]"
328,"[np.str_('Carrot'), np.str_('Water')]"
329,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Orange'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Water')]"
330,"[np.str_('Apple'), np.str_('Bread'), np.str_('Orange'), np.str_('Shampoo')]"
331,"[np.str_('Cheese'), np.str_('Pork')]"
332,"[np.str_('Cheese'), np.str_('Pork'), np.str_('Tomato'), np.str_('Water')]"
333,"[np.str_('Butter'), np.str_('Eggs'), np.str_('Juice'), np.str_('Pork'), np.str_('Potato')]"
334,"[np.str_('Chicken'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Toilet Paper')]"
335,"[np.str_('Beef'), np.str_('Chicken'), np.str_('Juice'), np.str_('Milk'), np.str_('Tea'), np.str_('Toothpaste')]"
336,"[np.str_('Bread'), np.str_('Croissant'), np.str_('Tea')]"
337,"[np.str_('Bagel'), np.str_('Detergent'), np.str_('Milk')]"
338,"[np.str_('Juice'), np.str_('Tea'), np.str_('Toilet Paper'), np.str_('Water')]"
339,"[np.str_('Bagel'), np.str_('Cheese'), np.str_('Tomato')]"
340,"[np.str_('Fish'), np.str_('Juice'), np.str_('Milk'), np.str_('Pork'), np.str_('Soda')]"
341,"[np.str_('Carrot'), np.str_('Croissant'), np.str_('Detergent')]"
342,"[np.str_('Cake'), np.str_('Potato')]"
343,"[np.str_('Apple'), np.str_('Banana'), np.str_('Toothpaste')]"
344,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Banana'), np.str_('Beef'), np.str_('Bread'), np.str_('Croissant'), np.str_('Potato')]"
345,"[np.str_('Bagel'), np.str_('Carrot'), np.str_('Shampoo')]"
346,"[np.str_('Banana'), np.str_('Juice'), np.str_('Potato'), np.str_('Soap')]"
347,"[np.str_('Carrot'), np.str_('Eggs')]"
348,"[np.str_('Cake'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Lettuce')]"
349,"[np.str_('Banana'), np.str_('Carrot'), np.str_('Potato'), np.str_('Soap'), np.str_('Toilet Paper')]"
350,"[np.str_('Banana'), np.str_('Carrot'), np.str_('Fish'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Tomato'), np.str_('Yogurt')]"
351,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Lettuce'), np.str_('Potato'), np.str_('Tea')]"
352,"[np.str_('Juice'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Orange'), np.str_('Potato')]"
353,"[np.str_('Apple'), np.str_('Butter'), np.str_('Croissant'), np.str_('Shampoo'), np.str_('Tomato'), np.str_('Toothpaste'), np.str_('Water')]"
354,"[np.str_('Fish'), np.str_('Orange'), np.str_('Tomato')]"
355,"[np.str_('Carrot'), np.str_('Tea')]"
356,"[np.str_('Carrot'), np.str_('Potato'), np.str_('Soap'), np.str_('Toilet Paper')]"
357,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Butter'), np.str_('Chicken'), np.str_('Soda'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
358,"[np.str_('Beef'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Shampoo'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
359,"[np.str_('Banana'), np.str_('Cake'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Milk'), np.str_('Potato'), np.str_('Soap')]"
360,"[np.str_('Banana'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Soap'), np.str_('Water')]"
361,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Cheese'), np.str_('Eggs'), np.str_('Milk'), np.str_('Orange'), np.str_('Shampoo')]"
362,"[np.str_('Cheese'), np.str_('Chicken')]"
363,"[np.str_('Bagel'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Shampoo')]"
364,"[np.str_('Banana'), np.str_('Cake'), np.str_('Juice'), np.str_('Potato'), np.str_('Toothpaste')]"
365,"[np.str_('Banana'), np.str_('Juice')]"
366,"[np.str_('Cake'), np.str_('Detergent')]"
367,"[np.str_('Bagel'), np.str_('Cake'), np.str_('Cheese'), np.str_('Detergent'), np.str_('Milk'), np.str_('Tomato')]"
368,"[np.str_('Cheese'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
369,"[np.str_('Beef'), np.str_('Cheese'), np.str_('Croissant'), np.str_('Juice'), np.str_('Lettuce')]"
370,"[np.str_('Banana'), np.str_('Carrot'), np.str_('Eggs'), np.str_('Juice'), np.str_('Soda')]"
371,"[np.str_('Banana'), np.str_('Butter'), np.str_('Coffee'), np.str_('Tomato')]"
372,"[np.str_('Beef'), np.str_('Eggs'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Shampoo'), np.str_('Tomato')]"
373,"[np.str_('Butter'), np.str_('Orange'), np.str_('Pork'), np.str_('Soda'), np.str_('Tea')]"
374,"[np.str_('Coffee'), np.str_('Lettuce'), np.str_('Tomato')]"
375,"[np.str_('Detergent'), np.str_('Fish'), np.str_('Juice'), np.str_('Toothpaste')]"
376,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Cake'), np.str_('Detergent'), np.str_('Pork')]"
377,"[np.str_('Beef'), np.str_('Carrot'), np.str_('Soda')]"
378,"[np.str_('Butter'), np.str_('Pork'), np.str_('Toothpaste')]"
379,"[np.str_('Bagel'), np.str_('Fish'), np.str_('Soda'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
380,"[np.str_('Apple'), np.str_('Butter'), np.str_('Carrot'), np.str_('Eggs'), np.str_('Fish'), np.str_('Toothpaste'), np.str_('Water')]"
381,"[np.str_('Apple'), np.str_('Coffee'), np.str_('Fish'), np.str_('Orange'), np.str_('Tea'), np.str_('Toothpaste')]"
382,"[np.str_('Banana'), np.str_('Cake')]"
383,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Butter'), np.str_('Eggs'), np.str_('Juice'), np.str_('Yogurt')]"
384,"[np.str_('Cheese'), np.str_('Eggs'), np.str_('Potato'), np.str_('Yogurt')]"
385,"[np.str_('Carrot'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Toilet Paper'), np.str_('Water')]"
386,"[np.str_('Detergent'), np.str_('Juice'), np.str_('Orange'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Tomato'), np.str_('Toothpaste')]"
387,"[np.str_('Bread'), np.str_('Butter'), np.str_('Cake'), np.str_('Coffee'), np.str_('Eggs'), np.str_('Fish'), np.str_('Shampoo')]"
388,"[np.str_('Banana'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Fish'), np.str_('Tea'), np.str_('Water')]"
389,"[np.str_('Beef'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Milk')]"
390,"[np.str_('Butter'), np.str_('Chicken'), np.str_('Juice'), np.str_('Shampoo'), np.str_('Soap')]"
391,"[np.str_('Cake'), np.str_('Coffee'), np.str_('Eggs'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Water')]"
392,"[np.str_('Potato'), np.str_('Tea'), np.str_('Yogurt')]"
393,"[np.str_('Apple'), np.str_('Beef'), np.str_('Cake'), np.str_('Milk'), np.str_('Soap'), np.str_('Yogurt')]"
394,"[np.str_('Banana'), np.str_('Croissant'), np.str_('Milk'), np.str_('Toilet Paper'), np.str_('Tomato'), np.str_('Toothpaste')]"
395,"[np.str_('Banana'), np.str_('Butter'), np.str_('Cheese'), np.str_('Pork'), np.str_('Yogurt')]"
396,"[np.str_('Apple'), np.str_('Potato'), np.str_('Toilet Paper')]"
397,"[np.str_('Banana'), np.str_('Croissant'), np.str_('Fish'), np.str_('Soap'), np.str_('Toothpaste')]"
398,"[np.str_('Beef'), np.str_('Juice'), np.str_('Potato'), np.str_('Soap'), np.str_('Soda')]"
399,"[np.str_('Butter'), np.str_('Fish'), np.str_('Potato')]"
400,"[np.str_('Apple'), np.str_('Croissant'), np.str_('Tomato'), np.str_('Water')]"
401,"[np.str_('Beef'), np.str_('Soda')]"
402,"[np.str_('Detergent'), np.str_('Milk'), np.str_('Orange'), np.str_('Tea')]"
403,"[np.str_('Butter'), np.str_('Cake'), np.str_('Carrot'), np.str_('Water')]"
404,"[np.str_('Cheese'), np.str_('Coffee')]"
405,"[np.str_('Apple'), np.str_('Cake'), np.str_('Milk'), np.str_('Potato'), np.str_('Soap')]"
406,"[np.str_('Apple'), np.str_('Carrot'), np.str_('Chicken'), np.str_('Eggs'), np.str_('Fish'), np.str_('Juice'), np.str_('Toothpaste')]"
407,"[np.str_('Detergent'), np.str_('Potato'), np.str_('Water')]"
408,"[np.str_('Orange'), np.str_('Tomato')]"
409,"[np.str_('Coffee'), np.str_('Fish'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Soda'), np.str_('Water')]"
410,"[np.str_('Beef'), np.str_('Detergent'), np.str_('Juice'), np.str_('Milk'), np.str_('Toothpaste')]"
411,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Butter'), np.str_('Cake'), np.str_('Cheese'), np.str_('Lettuce'), np.str_('Milk')]"
412,"[np.str_('Chicken'), np.str_('Croissant'), np.str_('Orange')]"
413,"[np.str_('Milk'), np.str_('Orange')]"
414,"[np.str_('Pork'), np.str_('Soda'), np.str_('Tomato'), np.str_('Toothpaste'), np.str_('Water')]"
415,"[np.str_('Apple'), np.str_('Chicken'), np.str_('Detergent')]"
416,"[np.str_('Beef'), np.str_('Detergent'), np.str_('Orange'), np.str_('Soap'), np.str_('Water')]"
417,"[np.str_('Butter'), np.str_('Croissant'), np.str_('Milk'), np.str_('Soda'), np.str_('Tea'), np.str_('Yogurt')]"
418,"[np.str_('Apple'), np.str_('Banana'), np.str_('Toothpaste')]"
419,"[np.str_('Bagel'), np.str_('Cake'), np.str_('Eggs'), np.str_('Soda')]"
420,"[np.str_('Banana'), np.str_('Carrot'), np.str_('Eggs'), np.str_('Soap'), np.str_('Tea')]"
421,"[np.str_('Bread'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Soda'), np.str_('Tomato')]"
422,"[np.str_('Cheese'), np.str_('Detergent'), np.str_('Juice'), np.str_('Orange'), np.str_('Potato'), np.str_('Soap')]"
423,"[np.str_('Croissant'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Soda'), np.str_('Yogurt')]"
424,"[np.str_('Apple'), np.str_('Cake'), np.str_('Chicken'), np.str_('Soap')]"
425,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Cake'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Water')]"
426,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Bread'), np.str_('Cheese'), np.str_('Shampoo'), np.str_('Toothpaste'), np.str_('Water')]"
427,"[np.str_('Apple'), np.str_('Bread'), np.str_('Chicken'), np.str_('Milk'), np.str_('Soda'), np.str_('Toilet Paper')]"
428,"[np.str_('Apple'), np.str_('Butter'), np.str_('Coffee'), np.str_('Shampoo'), np.str_('Yogurt')]"
429,"[np.str_('Butter'), np.str_('Cake')]"
430,"[np.str_('Beef'), np.str_('Cheese'), np.str_('Juice'), np.str_('Potato'), np.str_('Soda'), np.str_('Tea'), np.str_('Tomato')]"
431,"[np.str_('Cake'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Lettuce'), np.str_('Soda'), np.str_('Tea')]"
432,"[np.str_('Apple'), np.str_('Potato'), np.str_('Soap'), np.str_('Water')]"
433,"[np.str_('Coffee'), np.str_('Detergent'), np.str_('Juice'), np.str_('Lettuce')]"
434,"[np.str_('Carrot'), np.str_('Coffee'), np.str_('Pork'), np.str_('Tomato'), np.str_('Water')]"
435,"[np.str_('Fish'), np.str_('Orange'), np.str_('Potato'), np.str_('Soap'), np.str_('Tea'), np.str_('Toilet Paper')]"
436,"[np.str_('Butter'), np.str_('Carrot'), np.str_('Chicken'), np.str_('Juice'), np.str_('Milk'), np.str_('Water')]"
437,"[np.str_('Orange'), np.str_('Tomato')]"
438,"[np.str_('Beef'), np.str_('Bread'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Croissant'), np.str_('Juice'), np.str_('Tea')]"
439,"[np.str_('Orange'), np.str_('Pork'), np.str_('Toothpaste'), np.str_('Water')]"
440,"[np.str_('Bagel'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Fish'), np.str_('Tomato')]"
441,"[np.str_('Butter'), np.str_('Juice')]"
442,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Coffee'), np.str_('Lettuce'), np.str_('Pork'), np.str_('Toilet Paper'), np.str_('Tomato')]"
443,"[np.str_('Butter'), np.str_('Detergent'), np.str_('Pork'), np.str_('Tea'), np.str_('Yogurt')]"
444,"[np.str_('Bagel'), np.str_('Carrot'), np.str_('Soda'), np.str_('Tomato')]"
445,"[np.str_('Beef'), np.str_('Pork'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Toothpaste'), np.str_('Yogurt')]"
446,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Butter'), np.str_('Chicken'), np.str_('Eggs'), np.str_('Orange')]"
447,"[np.str_('Banana'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Pork'), np.str_('Potato')]"
448,"[np.str_('Beef'), np.str_('Fish'), np.str_('Soap'), np.str_('Tea')]"
449,"[np.str_('Banana'), np.str_('Cheese'), np.str_('Croissant'), np.str_('Milk'), np.str_('Potato'), np.str_('Water')]"
450,"[np.str_('Orange'), np.str_('Tea')]"
451,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Cake'), np.str_('Chicken'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Tea')]"
452,"[np.str_('Milk'), np.str_('Soda'), np.str_('Tomato'), np.str_('Water')]"
453,"[np.str_('Cheese'), np.str_('Chicken'), np.str_('Soap'), np.str_('Soda'), np.str_('Toilet Paper')]"
454,"[np.str_('Cheese'), np.str_('Croissant'), np.str_('Potato'), np.str_('Tea'), np.str_('Toothpaste')]"
455,"[np.str_('Carrot'), np.str_('Chicken'), np.str_('Eggs'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Tomato'), np.str_('Water')]"
456,"[np.str_('Cake'), np.str_('Carrot'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Detergent')]"
457,"[np.str_('Carrot'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Tomato')]"
458,"[np.str_('Butter'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Tea')]"
459,"[np.str_('Banana'), np.str_('Bread'), np.str_('Potato')]"
460,"[np.str_('Apple'), np.str_('Beef'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Detergent')]"
461,"[np.str_('Banana'), np.str_('Bread'), np.str_('Cheese'), np.str_('Pork'), np.str_('Toothpaste')]"
462,"[np.str_('Apple'), np.str_('Banana'), np.str_('Orange')]"
463,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Soap'), np.str_('Toothpaste')]"
464,"[np.str_('Bagel'), np.str_('Cheese'), np.str_('Fish'), np.str_('Toilet Paper')]"
465,"[np.str_('Eggs'), np.str_('Yogurt')]"
466,"[np.str_('Apple'), np.str_('Coffee')]"
467,"[np.str_('Fish'), np.str_('Lettuce'), np.str_('Toothpaste'), np.str_('Water')]"
468,"[np.str_('Banana'), np.str_('Toothpaste')]"
469,"[np.str_('Croissant'), np.str_('Juice'), np.str_('Tea')]"
470,"[np.str_('Milk'), np.str_('Orange')]"
471,"[np.str_('Banana'), np.str_('Butter'), np.str_('Chicken'), np.str_('Eggs')]"
472,"[np.str_('Banana'), np.str_('Beef'), np.str_('Bread'), np.str_('Butter'), np.str_('Coffee'), np.str_('Water')]"
473,"[np.str_('Cheese'), np.str_('Juice'), np.str_('Soap'), np.str_('Toilet Paper'), np.str_('Tomato'), np.str_('Yogurt')]"
474,"[np.str_('Beef'), np.str_('Orange')]"
475,"[np.str_('Cake'), np.str_('Chicken'), np.str_('Fish'), np.str_('Yogurt')]"
476,"[np.str_('Carrot'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Pork')]"
477,"[np.str_('Bagel'), np.str_('Carrot'), np.str_('Toilet Paper')]"
478,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Fish'), np.str_('Juice'), np.str_('Orange'), np.str_('Tea'), np.str_('Toothpaste')]"
479,"[np.str_('Croissant'), np.str_('Tea'), np.str_('Toilet Paper')]"
480,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Shampoo'), np.str_('Tea')]"
481,"[np.str_('Butter'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Water')]"
482,"[np.str_('Cheese'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Orange'), np.str_('Pork'), np.str_('Toothpaste'), np.str_('Water')]"
483,"[np.str_('Banana'), np.str_('Eggs'), np.str_('Lettuce')]"
484,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Butter'), np.str_('Detergent'), np.str_('Soap'), np.str_('Toothpaste')]"
485,"[np.str_('Apple'), np.str_('Cake'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Soda'), np.str_('Toilet Paper')]"
486,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Bread'), np.str_('Butter'), np.str_('Cake'), np.str_('Milk'), np.str_('Soda')]"
487,"[np.str_('Bread'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Soap'), np.str_('Tomato'), np.str_('Yogurt')]"
488,"[np.str_('Beef'), np.str_('Yogurt')]"
489,"[np.str_('Lettuce'), np.str_('Pork')]"
490,"[np.str_('Chicken'), np.str_('Juice'), np.str_('Orange')]"
491,"[np.str_('Banana'), np.str_('Butter'), np.str_('Milk'), np.str_('Orange'), np.str_('Soda'), np.str_('Toilet Paper'), np.str_('Tomato')]"
492,"[np.str_('Coffee'), np.str_('Fish')]"
493,"[np.str_('Cheese'), np.str_('Orange'), np.str_('Soap')]"
494,"[np.str_('Carrot'), np.str_('Soda')]"
495,"[np.str_('Beef'), np.str_('Toothpaste')]"
496,"[np.str_('Cheese'), np.str_('Lettuce'), np.str_('Toilet Paper'), np.str_('Toothpaste'), np.str_('Water')]"
497,"[np.str_('Apple'), np.str_('Bread'), np.str_('Eggs'), np.str_('Fish'), np.str_('Milk'), np.str_('Orange'), np.str_('Shampoo')]"
498,"[np.str_('Banana'), np.str_('Eggs'), np.str_('Milk'), np.str_('Potato')]"
